tweet,polarity
Photos yesterday night from Tarlac people's rally of Madam VP @lenirobredo. 🌸💗  #TarlacIsPink #TarLENIqueño #KulayRosasAngBukas  #LeniKiko   disclaimer below.  https://t.co/BfR4ndqvhW  https://t.co/n3woGj5ed0,
Novo Ecijanos congrats sa ating lahat nka Top 3 tayo sigaw ng mga Novo Ecijanos!!!! #BABAWIKAMI  #AngatBuhayLahat  #10RobredoForPresident #LetLeniLead2022  #YesToLeniKiko2022  https://t.co/TX9xzdBCvW,
They showed up!  #RespectMyOnion  #PasigLaban  #LeniKiko2022  #TropangAngat,
Village namin for #LeniKiko2022  https://t.co/T5s0ABrPKw,
Cant get over For @donnypangilinan   Hanggang ngayon kilig parin ako sa I love You too! Hahah lols! 😍💗🌷  DONNY #10RobredoPresident #Emerald #PasigLaban #LeniRobredoForPresident #LeniKiko22,
@E4thofjuly @oslecjunior @zryanverse Maswerte sila madaling mahanap mga ka meet up na friends. Sa #PasigLaban eight hours nandun Hindi man Lang nagkita Ang mga ka usap na magkikita.,
@13thFool @AltOppositionPH #LeniKiko2022,
@meascuddlebuddy Had to get creative. Can't risk being accused of electioneering on my mains e. But thank you. #LeniKiko2022,
"@genetorres11 Halimbawa: Napakalapit ng Taguig sa Pasig. Walang mapapala kung hihintayin si Cayetano na i-endorse si Leni. Walang masama kung naki-rally ang mga tiga-Taguig. Also, welcome po sa rallies kahit sino pa ang kandidato. Wag lang po manggulo. #K",
BRETMAN and ARIANA GRANDE 💕💗💖💞💓🌸💘🎀 #Kakampink,
#DavaoIsPink #LugawIsWowSaDabaw,
@PinoyAkoBlog This is also my point of view. I have expressed this in my messages in other social media.  #LeniKiko2022,
"@LemueLaban Kakampink volunteers who will give updates from all corners, day 'tl night and post it real time in all social media. Basically a Grand Resibo. For this, meron lagi pangsagot/bara sa fake news na pinakakalat nila before and after rallies - sin",
What’s our chant?  HINDI KAMI BAYAD!  #PasigLaban #PasigIsPink #LeniForPresident2022  https://t.co/AtG1yuD992,
Hi mga #Kakampink! Just wondering if where can I order leni kiko shirts? Para pag umattend ako sa mga susunod people’s campaign may maisuot ako.. hehe,
"Paseo de #Rosas, game ka na ba? 🌸  #Makatindig  #KulayRosasAngBukas  #LeniKiko2022  https://t.co/WafpvlDZGP",
@LilMsMalditaMD Mas madaling ibenta c #Lenlen . Ask Bebot Alvarez..,
"Aimythel Apalla, Alex Diaz, and Alex Lacson.🌷Thank you CaMaNaVa!! #Kakampink  https://t.co/StukPeRbBs",
We will not let this happen.. #LeniKiko2022 lang #KulayRosasAngBukas,
GRABE ITO PALA ANG NAGING REAKSYON NI KA TUNYING SA NAGANAP NA RALLY SA PASIG KAHAPON!!! #katunying #bbm #lenirobredo    https://t.co/OozWSg8Rjn,
Tara na! 💕 #KulayRosasAngBukas #AngatBuhayLahat #7KikoPangilinanVicePresident #10RobredoPresident #ipanalona10to  https://t.co/uH7NPEBHZB,
@xianguevarra_ basta klaro sa inyo kung ano yung malaking laban #LeniKiko. Hwag na palakihin issue to the point na maging distraction na.,
"In solidarity with Tao-sa-Tao hanggang Mayo, TLR UK will be conducting a shop-to-shop visit in areas with Filipino community in the UK. Our first visit is this Sat, April 2nd in London. Kaisa ninyo kami sa UK! #UKisPink #LeniKiko2022 #IpanaloNa10To 💖🎀🌸",
From @bretmanrock to @ArianaToday (Ariana Grande)!!!! Shettt my Kakampinks heart 🥺🎀🌷 #Kakampink  #LetLeniLead2022  #KulayRosasAngBukas  #LeniKiko2022  #LabanPasig  https://t.co/TywKDMGEek,
"""Ang laban ni #LeniRobredo ay laban nating lahat!""  #PasigisPink #PasigLabanParaSaTRoPa #PasigLaban #LeniKiko2022 #GobyernongTapatAngatBuhayLahat #KulayRosasAngBukas",
@KafosoMo At sino nag sasabi artista lang pinupuntahan nang #kakampink eh sila mismo kaya mag concert🤭🤭🤭,
"henlo, pasabit naman ako sa mga pupunta sa #LeniKiko 's rally in Palo on 29th 🥺",
THANK YOU FOR MY KAKAMPINK STARTER PACK! @army__mg1230 💞💞💞  #LetLeniLead2022  #SaGobyernongTapatAngatBuhayLahat   🎀🎀🎀🎀  https://t.co/gXnDUURLt0,
@CrushMajor @nates1027 #CAMANAVAIsPink #CAMANAVARockAndRosas #LeniKikoAllTheWay #RobredoForPresident2022 #LetLeniLead2022,
BREAKING: @DUALIPA umattend sa #PasigLaban para sa campaign rally ng #LeniKiko 🌸💗🌷,
"Tama behavior po. Sa gobyernong tapat, bakit ang gwapo mo jaemin na?  #KulayRosasAngBukas  https://t.co/oYk8DH5sFJ",
@shnnnhrbto #LetLeniLead 🎀🎀🎀,
Bretman Rock isa a #Kakampink !!!,
Ayala Avenue sa next #Kakampink Rally sa Makati? 🤔😁,
#LetLeniLead  #LeniKiko2022 #KulayRosasAngBukas  https://t.co/bobUibGlDj,
exols for leni (feat Chel pc) 🥰🥰🥰  #Kakampink #PasigLaban #PasigIsPink @KPOPSTANS4LENI  https://t.co/rhxIAYiwmx,
"Kung botante ka, huwag puro fake news and spliced videos ang sini-share mo. Share mo din achievements at plataporma ng kandidato mo malay mo mahikayat mo pa yung mga undecided.  #Halalan2022 #lenirobredo #BBM #iskomoreno #pinglacson #mannypacquiao #pilipinas",
"HOY IDOL KO TALAGA TITA KO BA HAHAHAHAHA Translation:  Her fb friend: La, magkamukha ka'yo ni Leni (Di po ako sure if tama to) Tita ko: Ganiyan ang mukha ng mga nagbabayad ng tax mac mac  #LetLeniLead2022 #SaGobyernongTapatAngatBuhayLahat  #KulayRosasAngBukas  #Leni  https://t.co/3o07JBJpa4",
8am vs 5pm. So we did this today. 🖌🌸💗#FairviewMural #LeniKiko2022 #IpanloNa10To  #volunteer  https://t.co/WGevSL8iCe,
"Sana pati ninakaw at utang na buwis ng mga Marcoses ay binibilang nila, no? May time sila mag-""factcheck"" ng mga #LeniKiko rallies pero ayaw nila i-factcheck ang mga fake news na pinapakalat ng kampo ni LBM. #PASIGLaban #KayLeniNaTayo #10RobredoPresident #7PangilinanVicePresident",
Salamat sa pamilyang #Kakampink na to na namigay ng bananaque at tubig. Meron pa kami nadaanan na may pa free pizza at milktea! Solid!!   Hakbang Binan para kay Leni at Kiko 💗💗💗 #BinanIsPink #WalkForLeni  #KayLeniNaTayo  #LeniKiko2022  https://t.co/SErBCiEfwz,
"My BBM fb friends reacting haha sa mga shared post about sa recent rally. Kesyo edited, mga bayaran daw 👀 #KulayRosasAngBukas 🌸",
"Akala niyo kayo lang may pa-Ariana mga Kakampink, meron din kaming Uniteam.  Thanks Ariana Grandma!  #PasigLaban #PasigIsPink  https://t.co/dVgYtAJFVX",
#LeniKiko2022  https://t.co/J5JtM56Nhg,
This is what our Elections is all about....Worth fighting....Sana magkaisa ang lahat sa eleksyon...#kakampinks #LetLeniLead2022,
no DB realted but so soft for this @unoemilio  #Kakampink  #PasigIsPink  #PasigLaban,
@jorizgee Lab Lab Lab LabanLeni LabanKris,
gusto ko ulit umattend ng pink rally 🌷🌺 #PasigLaban #PasigIsPink #HindiKamiBayad  https://t.co/No9UN5LDYY,
From P/ing ~ Sa.ra to #LeniKiko2022 😭💖 Yung debate talaga yung last chance nya eh pero di na naman sumipot. She’s from DVO! Laki talaga tulong ng debates. Mas nakilala nya si VP Leni and Senator Kiko.  https://t.co/SzzDlXtaA8,
#BakitSiLeni  https://t.co/ty0cFPvot1,
"Grabe the power of people movement tlga! Grabe yung iyak ko sa mga placards ng mga parents, lolos and lolas. 💕💕💕 #PasigIsPink #PasigLabanParaSaTRoPa #PasigLaban #LetLeniLead2022 #LeniKiko2022 #AngatBuhayLahat #RosasAngKulayNgBukas #KulayRosasAngBukas",
"@euvicness @lenirobredo @bamaquino i guess being organized by volunteers, maybe team #lenikiko can consider the people’s wish 🙏🏾",
#LetLeniLead2022 #CAMANAVAisPink #CAMANAVARocknRosas   https://t.co/XNQPvCpaw1,
"Hindi ka matutulog for today's veediow vebz😭😆 Pasensya na po, umattend ng #PasigLaban na walang tulog. Indeed, Always Puyat for Leni💗💗💗  https://t.co/HHAeprwMAG",
"Kaya po. 14M ang population ng NCR, 2.2M ang mga #KakamPink at #KaSibuyas #IpanloNa10To #TropangAngat",
Ganda ng shirt ng Ben&amp;Ben sa #Pasiglaban saan kaya nakakabili non.,
Why Leni? What is her achievements?....  Here you go. #LeniKiko2022 #LeniRobredo #leni  https://t.co/RgPmbyvFYG,
This is true! Nasa spillover lang kami nung #PasigLaban tapos may mabait lng na kakampink na nagstream sa phone kasi di na matanaw ang LED screen sa dami ng tao haha 🌸 Para sa bayan! 💗🇵🇭   #CAMANAVAisPink #CAMANAVARocknRosas  #LetLeniKikoLead2022  #LetLeniLead,
Naalala ko nong umattend ako aa Cavite ganitong oras punong puno na ang oval ngayon datingan pa lang mga bus 😂 #NuevaEcijaIsPink #PasigLaban  #CaviteIsPink #800KMinusOne  https://t.co/eMvVZH7hon,
#CAMANAVAisPink #LetLeniLead2022  https://t.co/9uxdVmYRjz,
"Salamat aking mga mahiwaga, @BenAndBenMusic  Salamat at naniniwala kayo na kulay rosas ang bukas 🌺 MAGWAWAGI ANG KATOTOHANAN, ANG KADILIMAN AY IBABAGSAK 🙌🌺💗   Piliin ang pilipinas araw araw 🌺💗  #KulayRosasAngBukas #PasigLaban #PasigIsPink #LeniWanagSaDilim #LiwanagForLeni  https://t.co/kPZktBvZkt",
Mukhang naka tanggap ng 500 si Ariana Grande. 😜🧠💅🏻💕 #IpanloNa10To #PasigIsPink #LetLeniLead2022  https://t.co/o7VxsmSTWb,
Shout out sa mga Kakampinks na nagpakuha ng picture sa akin kahapon. Sana makita niyo ito nang magka-copy kayo hehe #PasigLabanParaSaTRoPa #PasigIsPink #PasigLaban  https://t.co/ZWZYHgLt2S,
"CONGRESSMAN PIDI BARZAGA LITERALLY SAID:  SA GOBYERNONG TAPAT, AANGAT ANG BUHAY NG LAHAT!  NUMBER 1 SA PUSO NG DASMA!!!!  #KayLeniNaTayo #KulayROSASangBukas #CAMANAVARocknRosas #CAMANAVAforLeniKiko #DASMAisPINK #CaMaNaVaIsPink",
One of the reasons why I love Samar. Ipanalo na natin sina #LeniKiko2022 #SamarIsPink 💗,
Batiin natin ang 1Sambayan Hong Kong sa Miting de Avance natin doon ngayong araw na ito!   Mabuhay ang mga OFWs sa Hong Kong! Mabuhay ang Pinas!   #37LABOGsaSenado #LeniKiko2022  https://t.co/oW2I6YIOdC,
nct dream says #LetLeniLead!!,
Baka naman...  #Marikina @lenirobredo @parokyaniedgar @chitomirandajr  #KulayRosasAngBukas  #LeniKiko2022  https://t.co/UtJD3iadQI,
Number one trending parin ah #PasigLaban,
Grabe kayo #PasigLaban. Kinuha niyo na ang Largest Number of #Kakampink Attendees tapos may Donny Pangilinan pa kayo at nirurok pa ang IG STORY participation ni Ariana Grande. EDI KAYO NA #PasigIsPink,
Magaganap. Mangyari yan kay Leni.  #CAMANAVAisPink  #KulayRosasAngBukas  #LeniKikoAllTheWay  #LeniKiko2022,
#letlenilead kc 💕💕💕,
See you guys laterrr🌸💗 #LeniKiko2022 #LeniKikoAllTheWay #SamarIsPink,
"Leni is my VP, now she's my president. #LabanLeni 🌸🌺🌸",
Nigalit niyo si gerry e 🤣 #CaviteIsPink #NuevaEcijaIsPink,
"Punung puno pa rin ‘yung puso ko. Grabe. Salamat, @lenirobredo 😭  Ipanalo na talaga natin ‘to please 💖 #PasigIsPink #LeniKiko2022  https://t.co/L6GB6cLlsV",
"There are some kakampinks who think they are above all. Their elitist demeanor does not reflect Leni nor the supporters in general, but their actions reflect on them on a personal level. Maka sad. Na-gegenaralize tayo. #LeniRobredo2022 #LeniWanagSaDilim #Leni",
yaaayy ngayon ko lang malaman na ang nanay ko ay #lenikiko. Hindi ko kasi sila tinatanong dahil ang tatay ko ay pure ilokano at BBM.,
HUHU AT A RESTAURANT RIGHT NOW AND WE’RE BESIDE A BIG FAMILY (8 adults — I’m assuming lahat sila botante). ANOTHER MEMBER WALKED IN MAY DALANG LENI CUP NG 7/11.😭 Lahat sila nag picture nung cup.💖🌷🫰🏼(Nagpa-simpleng photo ako.)  #LeniKiko2022 #IpanaloNa10To  https://t.co/W0xvtxDRN1,
"@oslecjunior Agree, #LeniKiko2022 lang para talagang #AngatBuhayLahat",
#letlenilead #boboniyopumilingpresident #LetLeniLead2022,
🇵🇭🇵🇭🇵🇭 #KulayRosasAngBukas #ParaSaBayan,
"Pumunta sa Pasig in three groups, nung nasa Emerald Ave. na nahati pa rin sa apat, 8 , 4 , 1 at 1. Nagkasama sama lang nung kumain na sa SLEX pauwi tas hiwa hiwalay uli hahahahaha 💗💗💗  #LucbanForLeni #PasigLaban  #KulayRosasAngBukas  #GobyernongTapatAngatBuhayLahat  https://t.co/RiQxsXYaj2",
Wow...500 pcs. Jolibee ☺️ #PasigLaban  #PasigISPink  #LeniKiko2022  #LeniRobredoForPresident  https://t.co/dDhDavVkU7,
🌸Maricel Soriano fans for Leni!🌸  Hanga kami sa mga babaeng palaban at mahusay!   @alodia4448 @Geureiseu @MEESIL_Gremlin @aiwennyeong @bebeaaah   📷 @Ernestiiine101   #KulayRosasAngBukas #LeniKikoTeam2022 #GobyernongTapatAngatBuhayLahat  https://t.co/Nvs0147RTR,
#kulayrosasangbukas  https://t.co/4ymjrz5nMS,
"Tricia Robredo: Pero nung nagsimula kaming mag-ikot this year, may mga hostile communities talaga. Kung dati may paisa-isa lang na NR, ngayon may mga hecklers na. We encountered several when we made rounds right before #PasigLaban. #PHVote",
#SamarIsPink 🌸💖 #LeniKiko2022  #IpanloNa10To,
"Eyo @TheOlympinks meron na ba interactive infographix ng lahat ng sorties ng Team #LeniKiko from big to small, all venues nationwide? Sarap ilabas bago ang Miting de Avance 🙏🙏🙏",
"bohol's pink rally. see you this coming april 1 at tagbilaran city old airport, #kakampink 🌸",
Soooo I've finally convinced my dad to vote for VP Leni!!!!!! Hahahaha big win ito for me. Kasi apologist sya haha #KulayRosasAngBukas  https://t.co/rYILT2sywT,
@i43mimi 'di ako pwede bumoto pero #KulayRosasAngBukas !,
"Yes, I was in that HISTORIC People’s Rally in Pasig. It’s an experience one cannot simply put into words. #PasigLaban #LeniKiko2022  https://t.co/8CcBqfgL9x",
Presidential Debates. Source: Pictures come from FB Page of Boy Alamano  #LeniKiko  https://t.co/A4Y7CgCPxX,
ARIANAAA #Kakampink  https://t.co/5SO963RLYC,
Wag napo kayo mag alala yakang yaka na yan ng presidente namin💪  Baka boom panes kapa nga🤣🤣🤣  #LetLeniLead2022,
@rpcnuevaecija Kung nasa pinas lang ako nandyan sana kami #LeniKiko2022,
Bakit ka pa boboto ng pucho-pucho lang?  Piliin mo yung magbabalik ng dangal sa bayan mo. Hindi yung yuyurak sa pagka-Pilipino mo.  Dun tayo sa kayang humarap sa ibang bansa ng Taas Noo.  Hindi yung may Warrant sa ibang bansa.  #LeniKikoAllTheWay  #LeniKikoTeam2022  #LeniKiko,
mga siksik sa crowd for #LeniKiko #PasigIsPink #PasigLaban  https://t.co/G6KqAvVRSt,
Mga hindi pa rin maka-recover sa #PasigLaban for Leni hahahahaha 💗🌸🎀💕🌷,
Sasagana ang industriya ng isdaan sa Navotas pag naging KULAY ROSAS ANG BUKAS! #CAMANAVAisPink  #CaMaNaVaRockNRosas #KulayRosasAngBukas,
THE BEST MAN FOR THE JOB #KulayRosasAngBukas #PasigIsPink #PasigLaban,
On the way to my alma mater Notre Dame of Greater Manila! Proud DamER here. Batch ‘89 Elementary School! Proudest #kakampink #CAMANAVAisPink  https://t.co/GcB3zDPTES,
"Nandun kami banda sa may ""wee confetti"" Hahahaha #PasigLaban #PasigIsPink",
"tagal ko nang binili etong LetLeniLead tarp, hinintay ko na lang si tatay kasi undecided pa talaga siya. after #PasigLaban sortie na pinanuod namin via livestream, siya na mismo nag sabi ”nak, ikabit na natin yung tarpaulin“ 🥺🥺🥺 +tarp na na bigay ng kapitbahay 💖  https://t.co/v1S9BcIjCs",
@hedgemagik Drag is political!!!!! #PasigLaban,
hindi kayo tumatakbo pero kuhang kuha nyo ang boto ng puso ko &lt;3   #CaratsForLeni #KulayRosasAngBukas #LeniKiko2022 🌷  https://t.co/BFfL4br8mz,
YEYYYY! GENERAL TRIAS for LENI!  #CaviteIsPink #LeniKiko #NoToMarcosDuterte2022  https://t.co/OPmvKS8yMz,
"Big bang alabang cutie! Sana muntinlupa host ng Leni-kiko grand rally dito sa NCR, South. #KulayRosasAngBukas",
seungkwan said #KulayRosasAngBukas #LetLeniLead2022 💅🏼  https://t.co/e2Sz0HO6Vm,
noticed by Ariana Grande☑️ Bretman Rock☑️ BIR❎ #PasigLaban #PasigIsPink 🌸🌸💖,
Ang aga pa pero bakit may pa-iyak na naman sa mga #IyakinForLeni?!   Gusto kong yakapin si Ma'am. Or at least bigyan man lang ng neck pillow para makanakaw siya ng tulog ng ilang minuto.  #leni #LeniRobredoForPresident,
ang boto ng kakampinks ay NOT FOR SALE.   #LeniKikoAllTheWay  #KulayRosasAngBukas,
@interaksyon @PhilstarNews you still hasn't updated the list of your vice presidentiables sa article.. WALA SI KIKO? #LeniKiko2022,
Ariana Grande. Slay!! 💅🏻✨ #Kakampink,
Monday morning (21/03/22) on OAU campus.#horribleboss #China #goodmorning #PasigLaban #jeru  https://t.co/k62PKxGyMb,
"“Sa GOBYERNONG TAPAT, it’s the LOVE SHOT.”  #CamanavaRockandRosas #CaMaNaVaIsPink #LetLeniLead  https://t.co/SufSHLjzec",
"Ang dulong hilaga nang Iloilo ay kulay rosas, #EstanciaIsPink #ILOILOisPink  #10RobredoForPresident  #LetLeniLead  #LeniKiko2022  https://t.co/Hxgz1yksAu",
"Sana meron din yung mga nsa Megamall at Podium ""Mga gutom na kame"" at yung mga nsa crosswalks na mga ngssalubungang Kakampinks at mga ngsisigaw ng 'SABAY SABAY!' #PasigLaban",
First three on my list.... #LetLeniLead2022 #alterph  https://t.co/u2dQUe3ZoT,
Thanks to those who attended the rally of Leni-kiko in Digos city I appreciate all of your support to Leni-kiko tandem and also to Tropa Ng Angat buhay #DigosIsPink #kakampink #LeniKiko2022  https://t.co/NJFYypo4Pc,
@jaywffls tama ! #LetLeniLead2022 #LeniKiko2022,
Wish I could teleport to Pasig right now 🌸   #PasigLaban #PasigForLeniKiko #PasigLabanParaSaTropa #LeniRobredo  https://t.co/7rufsn1Q8k,
yes po yugyeom 4 leni #KulayRosasAngBukas,
@jervijervi Ginawa sa Cavite. Gagawin din sa Pasig.  Nothing can stop the Pink Surge! #PasigIsPink #LeniKiko,
#NewProfilePic #KulayRosasAngBukas  https://t.co/XQ0YdCHXeU,
Napoproud ako sa CAMANAVA kasi grabe nung una they are really asking for help tas eventually ang dami na tumulong and gusto maging involved. huhu #AngatBuhayLahat #LeniRobredo #LeniKiko2022,
#LetLeniLead2022 😭💓  https://t.co/op8c4AUv1c,
#Leni   #LeniKiko,
Goosebumps ang Pasiglaban kanina #LeniKiko2022  #LetLeniLead2022,
"Im sooooo much thrilled, happy, a lot of emotions knowingly SB19's band brothers supporting good and clean Politics!!! 🥺💖🤘🏻  Tama behavior @TheJuans_BAND 🌷🌸✨ nakaka taba ng puso!!!!! #LetLeniLead  #CAMANAVAisPink  #CamanavaRockandRosas  #CAMANAVAforLeniKiko",
Saludo ako! Sobrang nakakaiyak… against all odds! #awantisolidnorth #LeniKikoAllTheWay #neveragain #GobyernongTapatAngatBuhayLahat #LeniKiko2022 #KikoAngManokKo,
@ibanaginthecity Ganito naman nangyari sa friend ko. Shoutout daw kay ate na nagpasandal sa kanya💖💖💖 #PasigIsPink  https://t.co/n0mU1co1MD,
🥴 Lahat na ba nakateceive nito?Kaloka!  #LeniKikoAllTheWay #LeniKiko2022  https://t.co/kjtXwnR8j5,
TOTOONG BUHAY sa polotiko again Hindi binuo Ang election para magsimula ng away na magdudulot ng magkawatak watak ng pagkakaibigan at pagsasama.Itigilan Ang pagkalat ng mga maling impormasyon at wag mag bibitaw ng mga salitang Di kaayaaya.   #BBM #LeniKiko #WeAreOne #spreadlove,
Yasssss we also have Harry Styles! #Kakampink  https://t.co/OI3atju0R6,
"Sagot ni Fr. Arnold Abelardo kung #BakitSiLeni  https://t.co/4z0iJh2hcg via @YouTube  LENI IS D ANSWER:EDUCATED,HONEST, GOOD GOVER, TESTED LEADERSHIP, DECISIVE, KNOWS THE LAW, RULE OF LAW TO DFEND THE PHIL SOVEREIGNTY, CARES,LOVES PINOYS-GOB TAPAT,ANGAT BUHY LAHAT,BOTO LENI 4 PRES",
Was invited to share some words why I am voting for @lenirobredo and @kikopangilinan. Thankful to the organizers of the #KakamPinks Assembly in Bern for the platform! 🌷🌷🌷  #LeniKiko2022 #KulayRosasAngBukas  #MasRadikalAngMagmahal  https://t.co/vek2Ag29Xx,
Saludo po kami sa inyo. God bless your good heart. Kami po n Prayer Warriors for Leni isasama n po kayo s aming daily mass intentions. God bless!  #CAMANAVAisPink  #LeniKiko  #10RobredoForPresident  #7PangilinanForVicePresident,
#KayLeniNaTayo #LeniKiko2022,
@FlowiesNFT 💧💧🌸   #kakampink,
Duterte bec of fake news and China. Biden was a VICE PRESIDENT and now LENI ROBREDO is a VP. I don’t have to be a rocket scientist to say the next 6 yrs will be a Robredo admin??? #kakamPink 🙏🏼💓,
@macoyestrella AHAHA LAVET #LetLeniLead2022,
Be better not bitter... #LetLeniLead,
Maraming salamat sa pagpapakita ng pagmamahal at paninindigan CAMANAVA!!💖💖💖  #CamanavaIsPink #GisingPilipinas #AngatBuhayLahat #KulayRosasAngBukas #LetLeniLead  https://t.co/oMGIPVL75i,
VP Leni dominating worldwide 🥵🌸 Maraming salamat @bretmanrock sa pag tindig 💖#LetLeniKikoLead2022 #LetLeniLead2022 #KulayRosasAngBukas  https://t.co/GXiPG1nvm2,
THE BADDEST KNOWS THE BEST!! thank you @bretmanrock #Kakampink #KulayRosasAngBukas 🎀💖💯  https://t.co/6riKcFVFmI,
"Mga ibang supporters ang gagaling magzoom kuno ng mga pictures sa #PASIGlaban ng #LENIKIKO na nag-aabutan ng pera?? Pero yung NAPAKALAKING HEADLINE NG TRUSTED SOURCES NA CONVICTED AND TAX EVADER(S) YUNG SINUSUPORTAHAN NILA, HINDI NILA MAKITA???? Anong kalokohan yon? Hahahahahahah",
"God bless you all the way, Madam! 💝 #KulayRosasAngBukas  https://t.co/oF7kneZ8X7",
"plus points na lang siguro na si Donny ay #Kakampink. pero kahit kailan, hindi man si Donny magpakita at lumabas, hinding hindi naman talaga namin iboboto iyang BBM na iyan! allergic kami sa magnanakaw, sinungaling, walang maayos na plataporma, at duwag!",
"@lenirobredo God bless you always, @lenirobredo, Tropang Angat, and our selfless Kakampink volunteers! 💗💗💗 #KulayRosasAngBukas #GobyernongTapatAngatBuhayLahat #LetLeniKikoLead2022",
"Hey @ItsACsLife Thank you for tonight! I didn't expect na nasa Katipunan, LeniKiko Headquarters ka . I'm a TITANIUM, SABAY-SABAY !!!  🤣✨ #KulayRosasAngBukas #10ParaKayRobredo #7ParaKayKiko #AngatBuhayLahat #LetLeniLead2022  #HusayAtTibay #LeniKiko2022 #DapatSiLeni  #LabanLeni  https://t.co/udOAChXH0a",
Went to Caloocan my home for 6 years when i was in training to join the LeniKiko sortie 💜💗💚💜💗💚 #CamanavaRockandRosas #CAMANAVAforLeniKiko #ArmyforLeni  #KulayRosasAngBukas  https://t.co/UieehxRxE9,
Ayan na nga ang mga survey. Bothered na sila sa turn out ng #PasigLaban #PasigIsPink  https://t.co/koWCNEbzXs,
Masarap uminom ng hersheys hot choco with choco butternut kapag alam mong #KulayRosasAngBukas 💗🌷  https://t.co/byR2NLipBp,
@lenirobredo #LabanLeni2022,
"We love you, @donnypangilinan. You are not alone in this battle. We are here for you. We are going to fight and stand up for a better future, for the better future of our country. We've got you! 💗   #KulayRosasAngBukas 🌷| #LeniKiko2022",
Ganito!!!! Ung nakikinig sa sigaw ng taong bayan. Hindi ung basta lang makapag patayo ng mga kung ano ano at tatangalan ng tirahan ang mga taong nanahimik. 💗 #LetLeniLead2022,
📢Mga balitang dapat ninyong malaman sa madaling salita‼️  📰16 M kababaihan ang nawalan ng trabaho; 200 air raid inilunsad ng Saudi sa Yemen; P12 TRILYON utang ng rehimeng Duterte; 180k nagrali sa #PasigIsPink;  I-download dito:  https://t.co/fmDNjIVmMJ  #DiMagagapi #MasaAngLakas  https://t.co/b9nXmUl8Gt,
"If this happened to a Uniteam Rally, it will be in headlines on different media outlet, but since nawalan sila during a Kakampigsa rally, Media does not care, and that's why you know nobody cares about the news they're broadcasting anymore, 🤷 #PasigLaban #KulayRosasAngBukas  https://t.co/MNNzZVgx5F",
"@TheEddieCrews Yes,I think Taguig team is already preparing for this. Just finalizing the date and venue. I just dont have any idea of a venue that can accomodate thousands in Taguig.  #TaguigIsPink #PasigLaban  #LeniKiko2022  #LeniRobredo2022",
"Try Being INFORMED, Instead of just being OPINIONATED!!!  #RosasAngKulayNgBukas #LetLeniLead2022 #IpanaloNa10To #TropangAngat #KulayRosasAngBukas  https://t.co/lxcjDagR2H",
Kinilabutan ako! #KayLeniTayo #LeniRobredo2022 #KulayRosasAngBukas #LeniKiko2022,
Gulat kayo no? @lenirobredo #NoToLeniKiko2022 #LenLenLoser #LeniLugaw #BBMForPresident #BBMSARA2022   Ctto.  https://t.co/4ACk87vlkL,
"@inquirerdotnet @NAMercadoINQ Sobrang “due process” na nga yan. Kahit convicted ang mag inang magnanakaw, di pa rin nakukulong. Parang kapatid mo. Mandarambong pero kumakandidato pa rin. Inaabuso kasi ang proseso. Di bale. President Leni will correct ",
nung mga nakaraang araw nahiya ako mag tanong ki papa kung sino president niya pero beh ngaun lakas loob ko na tlga tinanong kung sino at thanks naman dahil hindi ako na dissapoint sa sagot niya WAAAAHH   LENI daw siya with hand sign pa un🌷💗 #letlenilead,
"Sana as much as possible mabawasan na 'yung pambabarda sa mga pula. Not because I support them, pero mas maganda kung sa mga positibo at sa mga sinusuportahan natin mas umikot 'yung mga speech sa sorties. 💗  #LeniKiko2022  #KulayRosasAngBukas",
"So I finally booked my ticket home, from the US to the Philippines just for the campaign period. And I accidentally booked 2 lol. I had to call customer service and Filipino yung nakausap ko. 😆 #LetLeniLead2022  #LeniRobredo2022  #AngatBuhayLahat #UuwiNgPHforLeni",
#DapatTotoo #DapatSiLeni,
Ipapanalo Natin 'To.. 🌸  #LeniKiko2022 #TropangAngat,
"I doubt it. Inisip niya lang, it gives him an air of intelligence. LOL! Basa na papel mo, oy! #LetLeniLead2022",
"Sana sa grand rally sa makati , mas damihan yung monitor para kahit malayo kita padin 🌸💗#kakampink #PasigLaban",
we support leni! #KulayRosasAngBukas 🌸 come find a some forgs in the picture 👁️  https://t.co/XfJZAedt4d,
"Aside from #LeniKiko2022 , Medic na yata pinaka sikat and laging tinatawag sa mga sorties haha!  Mabuhay ang Healthcare workers- volunteers! #PasigLaban #PasigIsPink #LeniKiko2022  https://t.co/UkCT7I1zY0",
#bbm BongBong Bobo Moron #LetLeniKikoLead2022 #LetLeniLead2022,
The truth about Kiko Pangilinan. He is above the rest and a rare gem.  #LeniRobredo2022  #LeniKiko2022,
Grabe kalat bigla ng fake news after ng #PasigLaban 🫠 takot na takot na ba???,
"Remember: Always love your family and friends! Let's spread love, peace and unity not hatred, anger and negative energy! 🤗❤💚💟💙💛🤍💜  Sa bandang huli, magsisimula pa rin ang tunay na pagbabago sa tahanan natin mismo. 🤭👌❤💚  #bbm #leni #isko #mannypacquiao #pinglacson  https://t.co/3VoRJnAmv6",
I believe women 💗 #LetLeniLead #DapatSiLeni #artph  https://t.co/dQV6QAoYNs,
