tweet,polarity
HAHAHAHA NANDIDIRI PA NGA 🤮🤮🤮 KUNG AKO LANG NANDYAN EH DUDURAAN KO KAMAY KO TAS IPAPAHID KO SA MUKHA NYA 😂 #MarcosElitista #BBMNumber1Sinungaling #BBMIsMyPresident2022 #BBMduwag #MarcosMagnanakaw,negative
hinahamon support apologist matalino panuorin kingmak,negative
poorer philippin peopl difficulti find job due investor lack trust bbm push unang affect minimum wage earner lukewarm tiwala,negative
makapaniwala support leni robredo namang video real time evid naniniwala tallano gold nagdebunk,negative
"@GemoraAudie @MedwinTruefaith Such an insult to the Filipino people. Nakakatakot pag ito naging Presidente. If it doesnt favour him, wala syang pake. 🤦‍♀️ #MarcosDuwag",negative
Get your acts together please.  Kahiya kayo. Magnakaw lang ba ang craft na meron kayo?  #MarcosMagnanakaw tapos gaya2 mga supporters.,negative
@PhilstarNews ung duterte gustong i-normalize ang pagpatay... itong #MarcosMagnanakaw gustong i-nomalze ang PAGNANAKAW !!  https://t.co/o2NJpjjMxu,negative
"@inquirerdotnet Yes it’s about politics, hindi pwedeng maging presidente ang tax evader!!!! #marcosMANDURUGAS #marcosMAGNANAKAW",negative
"Harap harapan kayong ginagago. Kung magpapagago parin kayo, kasalanan nyo na yun! Wag tanga! #BoyingSinungaling #Marcos #BBM #Sandro  https://t.co/6j1REYzCp8",negative
melai kativero pangit mema suggest ying hinahanap kakamb wit tumestigo ukol sinasabi pagnanakaw pinapapakain anak pera pera,negative
@___shesthatgirl Ganyan na ba sila kabastos? #BBMSARA2022 #BBM #UniteamBBMSara2022,negative
They just copied what EDSA “Magkaisa” concept hoping that people will get overhyped  with their paid influencers and trolls and be fooled by their clownery.  Every masterpiece has it’s own 2nd rate copycat #LeniRobredo2022  #MarcosJr #Bongbong    https://t.co/vNaeMoYbZY,negative
boboto bobo,negative
Maglalabas na naman sila ng FAKE SURVEY. Sure yan.     Hindi sila tinawag na FALSE ASIA for nothing. @pulse_ph  #MarcosMagnanakaw #MarcosNumber1Sinungaling #MarcosDuwag #FAKEASIA  https://t.co/ZWUE8BBSnk,negative
"@GilbertCRemulla Nakakaiyak naman Gov. 🥺 Lolo, barya lang yan sa ninakaw sayo at sa buong samabayanang Pilipino.  Ninakawan na nga ang taong bayan, may mga tao paring bulag sa katotohanan. Nakakaiyak. #BBM #BayadBuwisMuna",negative
sugat bbm uniti,negative
@DiChan333 @PhilstarNews Diba?!? Tanga-tanga talaga nito @bongbongmarcos #MarcosNumber1Sinungaling #MarcosMagnanakaw #marcoslagingabsent,negative
Pag wala na mabato at pikon na adhominem at homophobia talaga ang last resort no hay ganun ba talaga pag #solidbbm 🥱  https://t.co/kE6fWMV7iO,negative
"Mga susuporta sa ""Tax Evader"", kasi karamihan ng supporters di naman nagbabayad ng buwis.  #unfair #taxPayer #MarcosDuwag  #MarcosNumber1Sinungaling",negative
Comparing Sandro to Donny so childish.Ambot nalang sa mga utok nyo.Kapait sang Ampalaya nyo.Haha.Di ko man gapon butohon mama nyo.Kanyang kanya taste lang yan. #Sandro #UniteamBBMSara  https://t.co/5PNrPKBArx,negative
papayag madaya matutulog elect,negative
"@rapplerdotcom @reyaika PDP - Nene Pimentel Laban - Ninoy Aquino  Both of these heroes (and their members) fought against Marcos and his minions.  TAPOS GANYAN, ENDORSED NIYO ANG ANAK NG DIKTATOR!!!  nyemas kayo  #MarcosMagnanakaw  #MarcosDuwag  #MarcosSi",negative
TL;DR   This tweet and mentality is disgusting and you should feel bad.  #NeverAgain #MarcosDuwag  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #LetLeniLead2022  #LetLeniLead  #FreedomAboveAll,negative
tumataa ilong pinocchio,negative
grabe angkapal. kinanta pa kasi talaga ang Tatsulok ni Bamboo eh no?? HYPOCRISY. #CAMANAVAisPink #LeniKikoAllTheWay #LeniKiko2022 #NoToMarcosDuterte2022 #marcosMagnanakaw #SMNITheDeepProbe,negative
"Pwede ba itong si Jam Magno ang dapat sinasampolan! Namu ka! 2nd sya sa nakaka trigger sa akin ng galit after Mocha. Mga babaeng binenta, ang kaluluwa sa demonyo. Si Arroyo at Marcos  masamang damo kaya matagal mamatay #MarcosMagnanakaw  https://t.co/zjO7IDMASJ",negative
"Magaling ang ama?  Sya ang kandidato?   “Hukayin mo, yawa!”  #NeverForget #NeverAgain #BongbongMagnanakaw #Shabongbomg  #MarcosMagnanakaw    https://t.co/uzMDji7M62",negative
@GemoraAudie @bongbongmarcos You can't even engage them in a debate to challenge their plans and why you think it's not effective...  #MarcosDuwag #MarcosSinungaling #MarcosMagnanakaw,negative
Yung sugat mo kuno sa maling braso dahil tinaboy mo ang isa mong supporter during a motorcade.  Yung hnd mo pagdalo sa debate hosted by jessica soho dahil biased daw. Hnd bias ang kinatakutan mo dun.  Liban p ito sa issues on martial law  #MarcosDuwag #MarcosNumber1Sinungaling,negative
AN TANGA TALAGA AMINADO PANG YOUTUBE AT TIKTOK ANG SOURCE 🤣🤣🤣🤣 #NeverAgain #BBMduwag #MarcosDuwag #MarcosNumber1Sinungaling  https://t.co/Iii2iCikyT,negative
@MifloresJade eto pa isang KATARANTADUHAN ng mga #MarcosNumber1Sinungaling  #MarcosMagnanakaw  #MarcosDuwagParin  #MarcosDuwagTalaga  https://t.co/itXBaJOdmC,negative
unfollow bbmsara basto laka makapanira,negative
nakpo nay mkpangumbinsi think magagawa anak napkahilig manglaitmang cancelmanghamak feel righteous kayong umasa,negative
@manilabulletin Utot mo #MarcosMagnanakaw,negative
convict guilti base evid piss word,negative
Sobrang dismayado ang mga magulang ko kay Mr. Marcos. Walang sulsol iyan from anak ah. :D   #BBMLoser #MarcosDuwag #MarcosDuwagParin #MarcosDuwagTalaga #PresidentialDebate2022 #PiliPinasDebate2022,negative
Si Ant Man ay isang magaling na kawatan / magnanakaw / thief / robber.. dito na inspire c #MarcosMagnanakaw  https://t.co/G5wNFA7jzQ,negative
nagbabayad tax taontaon pamilya bbm singilin napakaswert namang nilalang bayan naghihirap,negative
"@WinwinEklabu PAG INGIT ,   PIKIT  Nagsasayang ka lang.   Di mo talaga matanggap ang katotohanan.      Pa EPAL.   PAMPAM.    FEELINGERO!    #MarcosMagnanakaw  #MarcosNumber1Sinungaling #MarcosDuwagTalaga",negative
trick betray late elect alli candid bad decis cling loyalist vote stop late,negative
alcohol mahawakan kunwari kakamayan halata nandidiri,negative
pasobrang jakl vacla iilan brain cell nailaba,negative
omg ingrown sandrohahahahahahahajaaahaabumabas mukha,negative
Duterte will endorse Marcos Jr.- Sara tandem at 11th hour to secure bandwagon hatak. Tss lumang tugtugin. #NoToMarcosDuterte2022 #LeniRobredoForPresident #IpanaloNa10To #MarcosMagnanakaw #MarcosNumber1Sinungaling #Sarabutangera,negative
good matitino inggit mahilig magpascam manakawan magpakabobo,negative
propag fake news legit,negative
"@inquirerdotnet @BongBongMarcos   Ikaw na nag nakaw, ikaw pa victim.  #BBMLoser  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #MarcosDuwagTalaga  https://t.co/viGWKY3HPp",negative
konti lang Kasi mga kampon ni Blembong 🤣🪰💩🪰🤣🤣 maski sa trends Di makapalag #CaviteIsPink #NuevaEcijaIsPink #800KMinusOne #MarcosDuwag #BBMLoser  https://t.co/1n5pKj3uOr,negative
absent tahimik nakakahiya becauseduwag,negative
"In fairness, BB/M was able to UNITE the rest of the candidates in calling for the 203 Billion unpaid estate taxes #PiliPinasDebates2022  #BBMDuwag",negative
natalo bbm dinaya,negative
Eto ba boboto niyo? Mga bobo!!! #MarcosMagnanakaw #Eleksyon2022 #halalan2022  https://t.co/BSKvF7O1hs,negative
"Pero syempre sasabihin wala namang nagawa, o kaya dapat lang naman kasi VP sya. Kahit anong gawin kapag tanga at bulag sa katotohanan wala silang magandang makikita. #NoToMarcosDuterte #LetLeniLead2022 #LeniKikoAllTheWay #MarcosDuwag #LeniRobredo2022",negative
panindigan pinagsasabi magnanakaw nasayang boto pbb pinagkaiba tangang paninira bobo real wa ayo dzai,negative
mahina utak aabsent,negative
sadyang tanga makaintindi palibhasa napahiya butata pilit pilit totoo,negative
Pa thesis thesis defense ka pa para makapasa tas iboboto mo lang pala yung nagpepeke ng Diploma.  #NeverAgain #NoToBBM #MarcosDuwagParin #MarcosLagingAbsent #MarcosMagnanakaw  #MarcosDuwagTalaga,negative
kaka sawa red tag kaka umay,negative
Hindi kami bangag! Hindi kami bangag! Hindi kami bangag! #MarcosBangag #MarcosDuwag #MarcosMagnanakaw,negative
"@doctorbhb WE'll still be fighting them #MarcosMagnanakaw anytime, anywhere...  https://t.co/rju3NUQiBm",negative
"Dalas ko masamid at ubuhin bigla sa dami ata ng trolls na nanggigigil sa akin, isa lang naman ang tanong/reply ko sa kanila eh, pakilatag achievements and nagawa bi bbm eh. Kaso wala. Kya ayun nganga lagi. 🤣 #MarcosMagnanakaw #MarcosSinungaling",negative
haharap camera naglolokohan nagmomotorcad,negative
kelan matatauhan kelan magigis isamp tax payslip nagtatangatangahan,negative
Diktador yarn??? #MarcosDuwag,negative
bala siraan bbm goodluck,negative
"@BayanMuli parang hindi nman kami pikon, hindi nman kasi sya loser...kasi ung marcos duwag ...duwag talaga sya #MarcosDuwag",negative
bawal kayong tawagin senat mahirap bulag nagmumukhang agnat,negative
"@PowengSulit Haha, feeling very generous PA tayong solid #bbmsarauniteam2022 sa nga Walang Ginawa kundi LAITIN, IPAHIYA, ISUMPA mga PilipinoNg nasa panig ng katotohanan",negative
baffl kelangan manira ralli non ralli iconvinc bbm support sad,negative
Mga dugong ALAMANO😂  #NeverAgain #NeverForget #MarcosNumber1Sinungaling #MarcosDuwag #MarcosNOTaHero  -ctto-  https://t.co/WtZs6p8AIa,negative
Totoo ba? MILYONES ang kapalit sa bawat endorsement ng Mayor kay Marcos Jr? Nagkakamal ng SALAPI ang local executives habang nakanganga ang mga nasasakupan?  #MarcosMagnanakaw  #MarcosDuwag,negative
"Todo effort BBM ehh Convicted si gago, grounds for impeachment 🤭🤭#BBM Basura",negative
agre brilliant idea total destroy narrat bias harp absenc goodfornoth debat hope futur prop,negative
@NuevaCastillan3 @ThirBeaApproved Oras na para uminom Ng gamot. Tanggol ka Ng tanggol sa Marcos nyo. Di nga nya Kaya ipagtanggol sarile nya.  #MarcosMagnanakaw  https://t.co/cY7OfQEtPM,negative
ganda posit campaign loser tinalo bbm,negative
"Napa google daw sila kase ang galing at lalo napahanga nung magnanakaw, di niyo ho siguro naintindihan ung ibig sabihin pakibasa nyo uli pati ung definition kase Intindihin nyo muna ha, puro kayo bash sa isa kayo ata ung lutang  #machiavellian  #MarcosMagnanakaw #LetLeniLead2022",negative
"🎵 “Laki sa nakaw, laki sa nakaw, Sandok!” #MarcosMagnanakaw #MarcosNumber1Sinungaling #BaBackoutMuli  https://t.co/MrP08W2Duw",negative
napansin matatanda though naabutan martial law age dw martial law hindj naranasan,negative
nakaw victim,negative
amat bbm pisil lagi hangan makipag debat bbm makasagot maayo lage row feel matalino pweeee,negative
"@lempertus @savingpvtbry @ding215352233 @cnnphilippines HAHAHA nasaktan ka kasi alam mo sa sarili mong wala kang ambag sa lipunan. Alamin mo rin pinagkaiba ng may at my. Pagtanggol nyo uli si #BBMDuwag. Buti pa yun, aminadong walang alam kaya di nagsasali",negative
"@PhantomgamerIz Senseless like yours 🤣🤣🤣 go back and study some more, especially Martial Law, current events, etc or to your guardian, like #MarcosDuwag #MarcosDuwagTalaga #MarcosDuwagParin  But VP Leni is #LeniMatapang and the most qualified, wh",negative
malaka leni bangag lutang kulilat nanalo,negative
Disclaimer : Wag tularan ang Kabastusan! #PinkTators keep on criticizing our character and integrity as #UniTeam supporters though they do not know us for real...  Look now! Who's got more breeding? Who's  the real disente? Who's more humane? #bbmsarauniteam2022,negative
@ABSCBNNews Kapal ng mukha mo Bobong Marcos! Sa dami ng bayaran mong trolls ikaw pa biktima? Huwag kami! #NeverAgain #BBM #BBMmagnanakaw #BBMsinungaling #BBMLoser,negative
"@rapplerdotcom In comparison, magkano naman ang napera ng angkang kriminal? Ilan ba kamag-anak nila ang hindi kayang lumaban ng patas at nasa gobyerno lahat?  #MarcosMagnanakaw",negative
Nagbubulagbulagan o nagtatangatangahan? Pwede naman both. #bbmsarauniteam2022,negative
"hirap makipag-argue sa mga #BBM supporter online, laging response sayo ""Troll"", ""LeniLugaw"", ""Pinklawan"", ""Bayaran"" saka ""NPA"". Wala na bang bago? Kayo din naman bumoto kay Leni nung 2016",negative
"@MedwinTruefaith Mahina si direk, parang nasusuka ang dating, yung isa naman naghananap ng steak 😂 #MarcosNumber1Sinungaling #MarcosMagnanakaw #LeniKiko2022",negative
inggit pumuno quezon lagi basto legit botant malaka view nandadaya editor respeto solid north mananalo,negative
Len Len Loser pa more. I say Dasurv!!!!   #NoToMarcosDuterte2022 #CAMANAVAisPink #MarcosDuwag #LetLeniLead2022  https://t.co/8RS6HlAQ1W,negative
"Yung ""Mabuhay tayong lahat"" daw, pero suportado naman si marcos, na yung tatay ay nagpapatay ng libo-libo, at siguradong marami ulit mamamatay pag yan ang maging presidente dahil walang alam sa pamumuno.  #NoToMarcos #NoToMarcosDuterte2022 #marcosDUWAG #marcosNumber1SINUNGALING",negative
yeah leni jolina bbm makipagdeb jupotpa,negative
MARCOS DUWAAAAG Wala kang minana sa tatay mo kundi yung mga ninakaw nila ni Imelda #IbalikAngNinakawHindiAngMagnanakaw  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #NeverAgain  #NeverForget  https://t.co/CVdlg7DACq,negative
@nhichologwapo @brolowie Sna naisip nyo din na c bbm ay duwag. 😂 #MarcosDuwag,negative
#BBMDuwag The most pathetic bbm supporters are the supposedly educated ones who are already instigating the disinformation and this vomit inducing fake class war.,negative
boba babaeng itoyan kelangan uk nanay small babi kid tuloy work shut ef mouth clueless istowpid,negative
useless debat blind support daig hs student tumatakbo student govern,negative
victim bayaran billion tax fake news,negative
aangat buhay nakadepend ayuda amo yak ipapakain gale nakaw overtim namab atra bayag babym takot debat et,negative
reaction bbm view laka pilipino,negative
I'll make an exception for #MarcosMagnanakaw because he truly is. It's a fact.,negative
favorite ang color green pero hindi boboto kay BabyM  #MarcosDuwag,negative
@PBBM_VPSD Kayo ba yong naniniwala sa mga fake news at hindi nag research? I feel sorry for you at nabudol kayo. Or sadyang ayaw nyong magising. Tax payer kayo and yet TAX EVADER iboboto nyo. #MarcosMagnanakaw #MarcosDuwag #MarcosNumber1Sinungaling  https,negative
@bosscarpy Ayaw nyo ba mag trend ang #MarcosMagnanakaw ..gamit ko sya sa mga trolls pero #LeniKikoAllTheWay  is my favourite # ..but I’ll use the #MarcosMagnanakaw instead of bbm that favour the hakot 500petot😜,negative
loko kayang kasuhan leni support nagsasab totoo tuloy makakasuhan omg,negative
"Sa mga loyalista sa kabila, eto po napakasimpleng explanation. Being a president, you should set as an example. Pay your taxes. Taxes collected are necessary to run a country. It builds bridges, pay the teachers, pay the doctors, provide support to people in need. #NoToBBMSara",negative
"@IamCarolCapillo @albertsgalang @NeilTan79 @OfficiaLee15 haha. Wala na ba talaga kayong ma-rason?  Takot ba talaga si BBM sa mga verified at legitimate journalists?  Gusto niyang attendan yung debate na organized by a SEX TRAFFICKER, CRIMINALLY WANTED, at",negative
unithiev mamarcosin,negative
Pansin ko pag political rally ni #LeniKikoTeam2022 ay hindi inuulan pero pag dun kay #MarcosDuwag palaging inuulan hahah. Mismong taas na nagpapahiwatig na di karapat dapat yung mga magnanakaw. #PasigIsPink,negative
kapal mukha bobong bayaran troll biktima,negative
"@PBBM_VPSD Nakakaawa, solo solo kayo jan! 😂 Maka-lenlen loser, alam nyo ba ibig sabihin ng loser? Mas kahindikhindik yung #BBMMagnanakaw #BBMRectoDegreeHolder #BBMDuwag 😂  https://t.co/DlGPv0AoAx",negative
Boy absent na boy ngiwi pa saan ka pa?! #BBMDuwag #bbmAbsent 🤮🤢,negative
fault father inherit son,negative
support leni support bbmsara bobo sadyang kotang kota cori pnoy sagad sagad kapalpakan,negative
meydom habol habol pasabog expect asan true leader nyaree backout pautot duwag tseeeeh,negative
"@cnnphilippines Eh bakit di mo ipresent ang PLATFORM mo sa mga debates? Ay onga pala, #MarcosDuwag ka nga. Sa SMNI na run by a sex-offender lang ang level mo.",negative
@PhilstarNews And we don’t want Filipinos to be known as the worst voter in the world by voting the Marcoses ever again after all that they have done  for our country during the Martial Law Regime. #NeverAgain #neverforget  #MarcosMagnanakaw  #MarcosJRT,negative
duwag candid debat present comelec network besid btw head support bbm duwag takot leni jusko attend debat,negative
laki nakaw laki nakaw sandok,negative
ngkakamali pinili futur presid,negative
pagsabihan support kapatid kingina,negative
"@hellomariahp Bongbong into room, basta may selda ha. 😌 #MarcosNumber1Sinungaling  #MarcosDuwagTalaga #MarcosMagnanakaw",negative
nakakakilabot nanariwa alaala edsa peopl power banda nakakagalit kalaban,negative
"I cannot respect po a person na pro-magnanakaw &amp; pro-tax evader.   We cannot be friends, like I am sorry. Why? Kasi kinabukasan ng bayan ang paghalal sa pangulo tapos ikaw, hahalal ka ng fake news king, tamad, at sinungaling na kandidato?   #KulayPosasAngBukas  #MarcosMagnanakaw",negative
ariana grand global mega star toni gonzaga tabi tabi,negative
"@isljojo @HardyAli7223 #MarcosMagnanakaw is a FACT and you know it. Why do you let junior feed you crap? Kailan nagpakita Ng disiplina si junior? Can't fly coach, hardly seen in communities or during disasters.And negativity? Do not feign ignorance of all",negative
ANG MGA KAKAMPINKS BA TALAGA ANG ELITISTA? Eh anong tawag nyo dun sa nakatira sa Forbes Park;Pinagaral sa ibang bansa;mula bata hanggang 29 years old nakatira sa palasyo;Nabuhay sa luho;Walang alam sa pinagdadaanan ng ordinaryong Pilipino? #BBM #BBMSARA2022,negative
fake news peddler spread insult tag shame kind filipino choos blind evil do,negative
"Kung umattend ka sana at nilatag mo yung sa'yo (kung meron man), eh di makikita natin kung mas maganda nga yung sa'yo... 😐  #BeyBiM #MarcosDuwag",negative
Melissa at cindy natagpuang tanga #MarcosMagnanakaw  #MarcosDuwag  https://t.co/i4tcmL7pJp,negative
jusko nakakahiya jusko,negative
"Yes, and that excess baggage is BONGBONG MARCOS. #MarcosDuwag   Inday Sara, bigyan mo naman ng onting tapang si BBM o para makasama ka na sa debate.",negative
"@ABSCBNNews mga kawatan, budol-budol, akyat-bahay at shoplifter be vocal to your candidate nman. Show your support to BBM+Sara #MarcosMagnanakaw",negative
Nabudol na kayo nga kayo uulit pa? #MarcosMagnanakaw #MarcosMagnanakaw #MarcosMagnanakaw,negative
"@AnnaQuin07 Kawawang bansa na  ating ipinaglaban at ipinagbuwis ng ating buhay, may balak pang magluklok ng  lider na  MAGNANAKAW AT NAPAKASINUNGALING. 🤑🤑🤑💰💰💰😱😱😱 #MarcosMagnanakaw  #MarcosNumber1Sinungaling",negative
pagtulungan cia kandidatong talunan manira kapwahindi debat kort salarin pinipilit ibintang pilipina namatay aso,negative
shitti magcampaign candid respeto ampota tipong nakapila maayo milktea shop biglang kotseng dadaan iforc kunin flyer liter hinampa support,negative
"@harimako21 Thus blind fanaticism. 🤣  Pag kumindat si Professor Carlos kasi napuwing, bilib din sila kay LBM kasi napuwing din. Kasing galing si LBM ni Carlos!   #MarcosMagnanakaw  #MarcosDuwag  #MarcosNumber1Sinungaling  #NeverAgain",negative
katawa vlog nakopya,negative
bbm baliw baliw master diluc,negative
Alam kc ng mga tao n walang sense ung sinasabi ni Baby M. Sa tingin ko xa dapat ang sabihan na lutang at hinde si VP! #NoToMarcosDuterte2022 #NeverAgain #MarcosDuwag #MarcosNumber1Sinungaling #MarcosMagnanakaw #MarcosDuwagTalaga #MarcosDuwagParin,negative
@maltiq @ronataabaa @iampinglacson I am amazed how seemingly intelligent people with great academic credentials can be so blatantly blind to basic tenets of what is right and wrong using pseudo-intellectual arguments. Ano ba mahirap intindihin SA #MarcosM,negative
@inquirerdotnet @DFernandezINQ Mahilig talaga mag joke! 🤪 Goodbye! Good riddance! AND UTANG NA LOOB PILIPINAS WAG NA PABALIKIN SA GOBYERNO ANG ISANG DUTERTE AT ISANG MARCOS! ATBP. #MarcosMagnanakaw #MarcosDuwag #MarcosSinungaling  #NoToMarcosDuterte202,negative
@grmlynpn @PTD134340 @SalazarKerby @lenirobredo Huwag iboto ang anak ni barzaga na #MarcosMagnanakaw  lugalist,negative
putanginang pavictim,negative
@oslecjunior maidagdag ko lang - until tumigil sila sa pulitika walang saysay ang sinasabing unity na galing sa ilong lang.   #BBMDuwag #BBMBrat  #LeniforPresident2022  #KikoForVicePresident  #LeniKiko2022,negative
@macronikki @serrano_rene Kaya pagnakaupo ulit yan sila sa power talaga magaabuso ulit yan.. sobrang walang hiya na yang mga yan. #MarcosMagnanakaw  #MarcosNumber1Sinungaling,negative
napanood sumisigaw magnanakaw bbm mukha clang edukado asal demonyo pinklawan nagmana cla nanay lutang madumb,negative
tapang tapang lbm support duwag amo,negative
PALAMUNIN ✨ #MarcosDuwag #MarcosSinungaling #MarcosNumber1Sinungaling #MarcosMagnanakaw,negative
Kelan ka matatauhan? Kelan ka magigising? Isampal mo ang tax ng payslip mo kung nagtatangatangahan ka pa.   #MarcosMagnanakaw  https://t.co/NIMe8pcp6c,negative
"Pota ako nga maski wala na ganang magbayad ng tax, bago ko pa matanggap sahod ko, nakaltasan na e.   Tapos yung iba jan... 203B ang balance sa BIR. Hooooooy mahiya ka naman #MarcosNumber1Sinungaling #MarcosMagnanakaw",negative
looserrr iyak,negative
nakakadiri yuck,negative
#BongbongMarcos #BBM #SaraDuterte #WaldenBello BBM-Sara tandem must be penalized by Comelec for skipping debate-Bello  https://t.co/HLg4EvJElT,negative
loyalistanga left univers,negative
fals asia remulla support apologist dds troll left univers,negative
puru credibl sourc sinasabi research upang malaman totoo ayuko leni lg puru paninira kakampwet ei mader setang esti mader leni wise dad,negative
Itakwil ang ayaw humarap sa bayan tiyak isang magnanakaw.. #marcosduwag,negative
"@lempertus @MaySense_ @savingpvtbry @ding215352233 @cnnphilippines HAHAHAHA paano aangat buhay mo? E nakadepende ka sa ayuda ng amo mo? Yak, ipapakain mo galing sa nakaw? O di overtime na namab kayo nyan kasi atras bayag si BabyM. Dahil takot sa debate et",negative
pilit pilit ipantay ngiwi,negative
"@iampinglacson Hay Ping! Wake up! See that you are losing the race. Did you really think you could win this one! But I do not want you to quit. Your voters will definitely not go to leni, so keep it up, just so to divide the votes of #MarcosMagnanakaw ...",negative
nakakatakot iboboto nangaaway,negative
"@PinoySanta 💰💰💰What about the Supreme court ruling - - GR 120880,,,kapal ng mukha nitong bwiset na abogago ni dyunyor adik.. #MarcosNumber1Sinungaling  #VicNo2naSinungaling #MarcosMagnanakaw",negative
"@inquirerdotnet ""PROPAGATOR OF FAKE NEWS"". Legit! #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳",negative
unithiev quibulok,negative
papayag dayain,negative
nagnanakaw nagsisinung naninira sigurado mandadaya,negative
poor loser,negative
"@gmanews Dahil pabor kay BBM, sasabihin nila bias itong Pulse Asia. Pero kung pabor kay Leni, very ""reliable source"" and ""data based."" Huuyyyy...... mahiya naman kayo, kahit minsan lang! 😂😂😂😂  #BBMFORPRESIDENT2022 🇵🇭🇵🇭🇵🇭",negative
father describ carefre lazi whaddda gonna namang nagaattend pinandidirihan support mabuti magparti parti divaaaah,negative
namamayagpag pasismo patuloy karahasan pinapalaka panawagan upang mapatalsik pasista partikular marcosdutert,negative
"Liar na, pa victim pa! #MarcosMagnanakaw #MarcosNumber1Sinungaling",negative
"@jvejercito Basta ako, ekis lahat ng dumidikit sa anak ng diktador, sinungaling, murderer, iyakin, duwag, at magnanakaw. #NeverAgain #MarcosDuwag",negative
"@inquirerdotnet @cgonzalesINQ VP Leni team can never afford that mega crowd. Obviously, only 2 presidential candidates can afford that but only one can do that illegal act. #bbmDUWAG",negative
Pinakaimportante sa lahat. #MarcosMagnanakaw,negative
TAENANG MGA BBM SUPPORTERS. SOBRA SA KABOBOHAN. HARAP-HARAPANG GINAGAGO PERO NAGPAPAUTO PARIN. SHUUTAENA SARAP NIYONG IPASOK SA BUNGANGA NI IMEE   #BBMDUWAG #BBMSARA2022 💩💩,negative
tita shawe wealth earn pagbaliktad paglunok katotohanan hirap magutom mawalang luxuri nagsasabi totoo,negative
"🎶 Lahat ng pera sa mundo hindi kayang gawing ginto ang huwad na tao. Ang mga tinig palakas ng palakas hanggang gumuho ang mga hadlang 🎶 ❤️‍🔥✊🔥👊  Pilipinas, huwag magpolokong muli kay  #MarcosMagnanakaw #MarcosNumber1Sinungaling #marcosduwagtalaga #marcoslagingabsent",negative
"LBM pls take notes, THIS is what you call bias #MarcosDuwag",negative
paawa effect huli akto,negative
disclaim tularan kabastusan critic charact integr support though know real breed real disent human,negative
basher marcos,negative
siguro box matatalo bbm debat doubt manni pacquiao jesus,negative
"even his lawyers and spokesmen doesn't have the confidence to leave him alone with things like these kasi halata namang di sya marunong magisip for himself, spoiled brat boy ngiwi nyo e  #BBMDUWAG  #BaBackoutMuli #MarcosDuwagParin #LeniDuwag  #ArawNgRosas",negative
@Gerswin33Horns pumunta muna sya sa debate #MarcosDuwag,negative
nanay bbm guilti count graft,negative
Tungkol sa hindi nag sasabay sabay sa kabila na tula ninakaw pa. #MarcosMagnanakaw  https://t.co/YjLqeYxyTJ,negative
@FedicTheGreat Ang perfect lang nitong photo. #LeniKiko2022 #MarcosMagnanakaw,negative
"@rapplerdotcom @lianbuan Wala bang sanction ang ganito ka garapal? Mas mataas pa sila sa SC? Ah, kasi team traitors eh, team china. Ok, i get it now  #MarcosDuwag  #MarcosMagnanakaw  #MarcosNumber1Sinungaling",negative
Minamarcos ang poem #MarcosDuwag #MarcosMagnanakaw,negative
@FreediverMmm @theadtan @lenirobredo SHOW UP MUNA YUNG DUWAG MONG CANDIDATE SA MGA DEBATES PRESENTED BY COMELEC OR ANY NETWORKS BESIDES SMNI (NA BTW UNG HEAD NYA NAG SUPPORT NA SA BBM DUWAG NIYO). takot si leni? jusko sino ba hindi naka attend ng debates,negative
"funny ha? the church taught us not to lie, cheat, and steal. tapos you glorify the people who wont even pay their taxes??? ang pera ng bayan??? people who lie about their degree???   ew, kilabutan po kayo. 🤓👍🏻 #MarcosDuwag",negative
BRING BACK MARCOS daw BWAHAHAHAHAHA ulol BRING BACK MONEY KAMO TATANGA NG MGA PINOY KAYA DI MO ALAM KUNG ANONG UTAK PINAPAIRAL BOBOTO KA NG MAGNANAKAW? LIKE WTF NAG ARAL KA TAS NAGTAPOS KA NG COLLEGE MAGNANAKAW LANG BOBOTO MO POTA YUNG FUTURE PINAG UUSAPAN DITO #MarcosMagnanakaw,negative
troll time tiktok toxic hour,negative
bakit puro nalang mga supporters ang mga nag aaway??  #BBMSARA2022 #ConLeniKikoTodo #AngatBuhayLahat #BBM,negative
"Daming paninira, eh Bakit hanggang ngayon Hindi naikukulong? 🤮 toxic niyo masyado mga kakampink #BBMSARA2022 #BBMForPresident",negative
"@may_ochoa10 @PinoyAkoBlog @bongbongmarcos Bobo. Wala na nga yung tao sa debate pero kayo banggit ng banggit at hanap ng hanap sa kanya, lol. Timigil nga kayo, your LenLen and the others are irrelevant if they don’t mention #BBM name. Kaya gigil na gigi",negative
apologist call butthurt brainless organ peopl crazi maghakot magpapahakot bayad shutaaacayyyoooo,negative
Dalawang beses na na-convict. Nilakad ng ‘fixer’ yung una. Alamin kung sino at kung bakit dapat bantayan ang pangalawa.  https://t.co/K09mGD9yeh #MarcosMagnanakaw  https://t.co/nvgYzbKirs,negative
